"","Series Category","Season Frequency","Model Fitted","Series Used","Model MASE","Forecast MASE","Shapiro-Wilks","Ljung-Box","AIC","AICc","BIC","Non-Normal Std Residuals","Correlated Std Residuals"
"14","MICRO       ",12,"ETS(A,A,A)","Seasonal Difference",0.562438836657089,1.10798554767772,0.660364769293889,0.0537894201691244,1029.01436512483,1046.01436512483,1062.82709391642,0,0
"15","MICRO       ",12,"ETS(A,Ad,N)","Seasonal Difference",0.506121752922374,0.396796366162597,0.888241344324435,0.82967204123994,974.894225783002,976.681459825555,986.828130062388,0,0
"16","MICRO       ",12,"Damped Holt-Winters' multiplicative method with exponential trend","Seasonal Difference",0.505982552465707,4.57492164832127,0.853437249689823,0.190234920133659,998.256507238836,1017.79936438169,1034.05822007699,0,0
"17","MICRO       ",12,"Damped Holt-Winters' multiplicative method","Original",0.560323792717783,0.423387660232371,0.985694259230936,0.649617008648297,1179.22299841159,1193.77618990095,1218.63678376807,0,0
"18","INDUSTRY    ",12,"ETS(A,Ad,A)","Seasonal Difference",0.556366779087021,0.114136416451536,0.111708172022031,0.677615922632088,1868.76763755943,1875.89263755943,1918.17641586997,0,0
"19","INDUSTRY    ",12,"ETS(A,N,A)","Seasonal Difference",0.582593828921538,0.81486595773725,0.228715197504041,0.821145142586296,2043.17237647335,2047.57604619812,2085.59708253288,0,0
"20","INDUSTRY    ",12,"ETS(A,Ad,A)","Box-Cox",0.497368426091224,0.389557856689139,0.385146221285532,0.854200377148492,2258.56794968115,2264.36455985065,2311.12760634606,0,0
"21","INDUSTRY    ",12,"ETS(A,Ad,A)","1st Difference",0.710188399463814,0.802003013101929,0.195292378541569,2.19016181188803e-05,2139.96527704574,2145.81143089189,2192.39306498899,0,1
"22","INDUSTRY    ",12,"ETS(A,Ad,A)","Seasonal Difference",0.657940894235251,1.20776656330486,0.0750026305247602,0.264289184570978,2028.79187101979,2035.24470120847,2079.70151829123,0,0
"23","INDUSTRY    ",12,"ETS(A,Ad,A)","Seasonal Difference",0.519983003109582,1.14616294797496,0.421408966587405,0.842553764568424,2190.43711856618,2196.88994875486,2241.34676583762,0,0
"24","INDUSTRY    ",12,"ETS(M,N,M)","Seasonal Difference",0.639774946662716,0.575471118525623,0.273735291645131,0.855177692326754,2109.25178965452,2113.65545937929,2151.67649571405,0,0
"25","INDUSTRY    ",12,"ETS(A,Ad,A)","Seasonal Difference",0.632572448478801,0.710080812834559,0.0946646264143115,0.133260208359863,2241.9468413448,2248.39967153348,2292.85648861624,0,0
"26","INDUSTRY    ",12,"ETS(A,Ad,N)","Seasonal Difference",0.500716794076048,1.93452784844602,0.3943779446709,0.40021242079977,1855.89302787841,1856.67807460738,1872.31021856878,0,0
"27","INDUSTRY    ",12,"ETS(M,A,N)","Seasonal Difference",0.434028478845473,0.977334196995918,0.164848858475555,0.562191023234451,2298.6028842945,2299.10708597518,2312.74445298102,0,0
"28","INDUSTRY    ",12,"ETS(A,Ad,A)","Original",0.421659046864981,1.12280947670689,0.0641025749906144,0.559439444937149,2293.02810500842,2298.82471517791,2345.58776167332,0,0
"29","INDUSTRY    ",12,"ETS(A,Ad,A)","Seasonal Difference",0.311357408130879,0.928645151743573,2.60059430177387e-11,0.950166826343704,2275.9994132113,2282.45224339998,2326.90906048274,1,0
"30","INDUSTRY    ",12,"ETS(A,Ad,A)","Original",0.429930491281638,1.22763685636035,0.774512777755517,0.344388615739971,2239.06064481825,2244.85725498774,2291.62030148316,0,0
"31","INDUSTRY    ",12,"ETS(A,Ad,A)","Original",0.451356735415683,1.40362052643507,0.109879931718676,0.284035568999834,2326.75265182054,2332.54926199003,2379.31230848545,0,0
"32","INDUSTRY    ",12,"ETS(A,Ad,N)","Seasonal Difference",0.357970034125351,0.730010024630521,7.43633190418414e-12,0.875024761386083,2260.49586920903,2261.20773361581,2277.46575163285,1,0
"33","INDUSTRY    ",12,"ETS(A,Ad,A)","Original",0.489632782911606,1.42707223199325,0.469175178851728,0.116654782909902,2282.3388165229,2288.13542669239,2334.89847318781,0,0
"34","INDUSTRY    ",12,"ETS(A,N,A)","Original",0.25615076644417,1.63615558855203,0.063713540233276,0.940846486246396,1844.82855179774,1849.07633940836,1887.72573786317,0,0
"35","INDUSTRY    ",12,"Damped Holt's method","Seasonal Difference",0.120364329399662,4.68114464334316,1.68773385772442e-11,0.857119463272409,1904.89330981676,1905.6569461804,1921.46635342555,1,0
"36","INDUSTRY    ",12,"Damped Holt-Winters' multiplicative method","Box-Cox",0.383888425035886,1.04985961916552,0.116657233479397,0.981921783737669,4269.15880380494,4274.95541397444,4321.71846046985,0,0
"37","INDUSTRY    ",12,"ETS(M,N,M)","Original",0.495694275163669,0.590766101989305,1.21702602126531e-16,0.555630263522752,2396.03081241351,2399.99775456227,2439.83052630093,1,0
"38","INDUSTRY    ",12,"ETS(A,Ad,N)","Seasonal Difference",0.606779585015998,0.292448362814931,0.142230164479023,0.315609858789805,1936.41322851746,1937.12509292424,1953.38311094127,0,0
"39","MACRO       ",12,"ETS(M,A,M)","Box-Cox",0.102458664791264,1.01400076419296,0.0833653771518619,1.76155479092444e-09,1019.47895055043,1025.09362944951,1067.83013102023,0,1
"40","MACRO       ",12,"ETS(M,A,N)","Original",0.0947594866641628,0.681166300298079,1.89325739880865e-16,0.850971781085643,1607.92107994704,1608.41694771563,1622.14201537933,1,0
"41","MACRO       ",12,"ETS(M,Ad,A)","Original",0.176177520327857,5.95988352281459,2.23792535928745e-15,0.932746910463434,1784.66715653689,1791.00048987022,1835.86252409315,1,0
"42","MACRO       ",12,"ETS(M,Md,N)","Original",0.219525931872328,2.69853792733373,8.88754538506522e-17,0.540037081123731,1740.93639403737,1741.63639403737,1758.00151655612,1,0
"43","MACRO       ",12,"Holt-Winters' additive method","Box-Cox",0.0761800109277524,0.400775785567856,0.0543203313763037,1.11181033268792e-08,-2760.97600278766,-2755.36132388858,-2712.62482231787,0,1
"44","MACRO       ",12,"ETS(M,Md,M)","Original",0.64334552373335,1.39473546662271,0.0922327124734302,0.144021627534924,1683.53303798977,1692.77628123302,1729.11982886653,0,0
"45","MACRO       ",12,"ETS(A,N,A)","Seasonal Difference",0.413954191357087,0.760005654453898,0.0789189960946045,0.181276731140579,1081.46218145846,1088.84679684307,1117.37891877854,0,0
"46","MACRO       ",12,"ETS(M,N,N)","Original",0.0676543215185066,1.49925450267401,0.0664603955414566,0.900401527547527,1206.40589228453,1206.67555520588,1214.00369076399,0,0
"47","MACRO       ",12,"ETS(M,N,N)","Original",0.0733919432076493,3.6949137226153,0.155797264356381,0.234085118460944,1063.54367479963,1063.81333772098,1071.14147327909,0,0
"48","MACRO       ",12,"ETS(A,Ad,A)","Original",0.044532851569342,0.856524523871589,0.0781153945117194,0.790536021520248,1109.76736349194,1119.01060673518,1155.3541543687,0,0
"49","MACRO       ",12,"ETS(M,A,M)","1st Difference",0.88749450371442,0.156282368585818,0.222013891854173,0.141018814819105,1014.59119430124,1022.86146457151,1057.46160011107,0,0
"50","MACRO       ",12,"ETS(M,Ad,N)","Original",0.275198709969785,2.6402944354106,9.63365704949395e-16,0.439035691822697,1961.44043726385,1962.14043726385,1978.5055597826,1,0
"51","MACRO       ",12,"ETS(M,M,M)","Original",0.352190494181681,1.53585074886169,0.0942656552582992,0.00022614854648606,1892.50294344391,1898.11762234299,1940.8541239137,0,1
"52","MACRO       ",12,"ETS(A,Ad,A)","Box-Cox",0.0910052830380743,0.6656342772089,0.303904698392743,0.591393490470849,551.454889584161,557.788222917494,602.650257140415,0,0
"53","MACRO       ",12,"ETS(M,M,M)","Original",0.193490698635738,0.300953043675028,0.536728511223336,0.699776862147087,1916.80560039408,1921.94845753694,1966.44527613316,0,0
"54","MACRO       ",12,"ETS(M,A,A)","Original",0.31059171407243,2.33915078844231,0.0706130259735688,0.918464362688875,2120.08908373748,2125.23194088034,2169.72875947656,0,0
"55","MACRO       ",12,"ETS(M,N,M)","1st Difference",1.2717464228893,1.45329154083152,0.359123284265091,0.0605753583573014,1596.33561069659,1601.28406430483,1637.24642797727,0,0
"56","MACRO       ",12,"ETS(A,Ad,N)","Original",0.174589141038777,0.926659339716032,0.704414713986321,0.980253921667198,1985.76012935079,1986.54517607976,2002.17732004115,0,0
"57","MACRO       ",12,"ETS(M,Md,M)","Original",0.289575363253712,0.618368513581903,0.386919853895164,0.926090041290117,2160.25266973758,2166.04927990707,2212.81232640249,0,0
"58","MACRO       ",12,"Holt-Winters' additive method","Original",0.103822856644174,0.8876715560077,0.078237688384245,0.895616128690763,1290.28684950247,1296.66184950247,1336.80222312518,0,0
"59","MACRO       ",12,"ETS(M,A,A)","Box-Cox",0.284469226230554,0.530511720239424,0.0891447410827025,0.126580256441724,-1392.40575056058,-1382.53478281864,-1351.91129777112,0,0
"60","MACRO       ",12,"ETS(M,Ad,M)","Original",0.115566275645017,1.74248595242371,0.0634722890507908,0.531963988685062,1325.29930081684,1332.49930081684,1374.55087288794,0,0
"61","MACRO       ",12,"ETS(M,M,M)","Original",0.125754340861312,1.63233376390783,0.155032287955546,0.801523083248498,1538.28684787089,1544.66184787089,1584.80222149359,0,0
"62","MACRO       ",12,"ETS(A,Ad,N)","Seasonal Difference",0.616494472155234,1.19905996302271,0.923774875260084,0.299742252387474,2537.62799197714,2538.33985638392,2554.59787440096,0,0
"63","FINANCE     ",12,"ETS(M,Ad,M)","Original",0.233689711609551,2.38639707676247,0.389083626671304,0.836687568126968,2072.0320117835,2077.87816562966,2124.45979972675,0,0
"64","FINANCE     ",12,"ETS(M,Ad,A)","Box-Cox",0.0960754189899191,1.88635486614017,0.187886088141248,0.886776443067945,1334.65603899653,1340.45264916602,1387.21569566144,0,0
"65","FINANCE     ",12,"Damped Holt-Winters' multiplicative method with exponential trend","Original",0.107624683736804,1.40986515696213,0.105669682013991,0.0560065121925439,1735.63178999358,1741.42840016307,1788.19144665849,0,0
"66","FINANCE     ",12,"ETS(M,Ad,M)","Box-Cox",0.129873876796266,1.17897562263438,0.521020346281262,0.728024464484569,1031.17562998727,1036.97224015676,1083.73528665217,0,0
"67","FINANCE     ",12,"Damped Holt-Winters' multiplicative method with exponential trend","Original",0.147093258735002,1.64394483032218,0.690552088305811,0.77685486262846,1943.32360905576,1949.12021922525,1995.88326572066,0,0
"68","FINANCE     ",12,"ETS(A,N,N)","Box-Cox",0.221772066426849,0.926190880642693,0.0825427824292396,0.117827321991511,983.928253573444,984.108704701263,992.688196350928,0,0
"69","FINANCE     ",12,"ETS(A,A,A)","Box-Cox",0.244184074728353,1.07416151635744,0.606558533640118,0.656234524614063,872.949074377303,878.563753276386,921.300254847099,0,0
"70","FINANCE     ",12,"ETS(M,Ad,A)","Box-Cox",0.244358212334936,0.421112566475703,2.58938864484183e-05,0.691117361612543,474.866318779587,481.19965211292,526.061686335842,1,0
"71","FINANCE     ",12,"Damped Holt-Winters' additive method","Box-Cox",0.210569099514586,0.559061484346527,0.0565891951129276,0.985887715729406,340.591377879268,346.924711212601,391.786745435522,0,0
"72","FINANCE     ",12,"ETS(A,A,A)","Box-Cox",0.244343848162617,0.971510533356152,0.446848551195719,0.988983370409038,872.439693343147,878.054372242229,920.790873812943,0,0
"73","FINANCE     ",12,"ETS(M,N,M)","Seasonal Difference",0.581121561055486,0.627476203210918,0.416237200446267,0.935799987270736,2064.65362251109,2069.50210735958,2105.82760443654,0,0
"74","FINANCE     ",12,"ETS(M,Ad,M)","Original",0.428179228462907,0.784701245552662,0.0897013216621039,0.555516835285275,2250.65340652396,2256.9867398573,2301.84877408022,0,0
"75","FINANCE     ",12,"ETS(M,Md,M)","Original",0.55944616035369,2.05583052922411,0.543544281278139,0.867885027369378,2092.86777990327,2099.20111323661,2144.06314745953,0,0
"76","FINANCE     ",12,"ETS(M,M,M)","Box-Cox",0.128288764410555,0.906020286505509,0.161562720705199,0.832983999015788,1133.9918915737,1140.23678953288,1180.80292482251,0,0
"77","FINANCE     ",12,"ETS(M,M,M)","Original",0.120685076531059,3.02758831598115,0.0919588995758368,6.93889390390723e-14,1729.57934735611,1735.19402625519,1777.9305278259,0,1
"78","FINANCE     ",12,"ETS(M,N,M)","1st Difference",0.852189846936821,1.67622732774821,0.095800967619011,0.892978343090684,1567.40798476042,1571.77162112406,1609.95221336469,0,0
"79","FINANCE     ",12,"ETS(A,A,A)","Original",0.122181182315832,1.77123047940079,3.7321011742901e-07,0.809574886829206,1829.03703581138,1834.65171471046,1877.38821628117,1,0
"80","FINANCE     ",12,"ETS(M,Md,M)","1st Difference",0.716199091737697,2.97315820075751,0.651833721341547,0.292941065263892,1663.99918015363,1670.39170351811,1715.05225447875,0,0
"81","DEMOGRAPHIC ",12,"Holt's method with exponential trend","Box-Cox",0.0724928007862672,11.1238321357818,0.0512248522984231,0.978039016554207,3248.79175091107,3249.28355418976,3263.05190223067,0,0
"82","DEMOGRAPHIC ",12,"ETS(M,Md,N)","Original",0.0680512551942658,7.91455322261485,3.36503775808672e-05,0.864577575633104,1323.57193806667,1324.26615294271,1340.68411965019,1,0
"83","DEMOGRAPHIC ",12,"ETS(A,Ad,N)","Seasonal Difference",0.111361962150119,0.457004564461156,0.12090521077843,0.989379295296227,1435.74032632932,1436.51096853116,1452.26186747596,0,0
"84","DEMOGRAPHIC ",12,"Damped Holt-Winters' additive method","Seasonal Difference",0.142451554622042,3.32283547391257,0.063692315520793,0.712210730213366,1400.10972614434,1407.16127253609,1449.67434958425,0,0
"85","DEMOGRAPHIC ",12,"ETS(M,A,N)","Original",0.148918416348875,3.28478751431836,0.0533545130843525,0.985502087512873,1423.00982902492,1423.50163230361,1437.26998034452,0,0
"86","DEMOGRAPHIC ",12,"ETS(M,M,M)","Original",0.221667245799356,0.790179262854191,0.086376564440796,0.116488395124587,1986.45603355481,1992.07071245389,2034.80721402461,0,0
"87","DEMOGRAPHIC ",12,"ETS(M,Ad,M)","Original",0.270799740419863,2.28890013682144,0.603197407460169,0.775197159380586,2120.01561338508,2126.34894671841,2171.21098094133,0,0
"88","DEMOGRAPHIC ",12,"ETS(M,Md,M)","Original",0.229955941091749,5.83117618017054,5.19911551180311e-16,0.741038253524158,1936.40195896162,1942.73529229495,1987.59732651787,1,0
"89","DEMOGRAPHIC ",12,"ETS(A,Ad,A)","Seasonal Difference",0.113068495109726,0.748896900138001,0.314662370197168,0.979730172482733,933.036622375748,951.523108862234,969.492952808981,0,0
"90","DEMOGRAPHIC ",12,"ETS(A,Ad,A)","Seasonal Difference",0.205779892228139,3.50466055345283,0.868640817796907,0.962128650878493,1006.61523394234,1025.10172042883,1043.07156437557,0,0
